Pattern, Target, Solution size, Nodes, Cut branches, Conflicts, Elapsed time, Best time
./data/si/si2_bvg_b03_800/si2_b03_m800.02/pattern, ./data/si/si2_bvg_b03_800/si2_b03_m800.02/target, 160, 1123, 963, 1, 36, 25
./data/si/si2_bvg_b09m_400/si2_b09m_m400.09/pattern, ./data/si/si2_bvg_b09m_400/si2_b09m_m400.09/target, 80, 628, 541, 432, 9, 6
./data/si/si4_bvg_b06_200/si4_b06_m200.05/pattern, ./data/si/si4_bvg_b06_200/si4_b06_m200.05/target, 80, 366, 286, 5, 3, 2
./data/si/si4_bvg_b09_800/si4_b09_m800.01/pattern, ./data/si/si4_bvg_b09_800/si4_b09_m800.01/target, 320, 1454, 1134, 13, 42, 30
./data/si/si6_bvg_b03_200/si6_b03_m200.00/pattern, ./data/si/si6_bvg_b03_200/si6_b03_m200.00/target, 120, 443, 323, 1, 3, 2
./data/si/si6_bvg_b06_200/si6_b06_m200.00/pattern, ./data/si/si6_bvg_b06_200/si6_b06_m200.00/target, 120, 446, 326, 5, 3, 2
./data/si/si4_bvg_b09_800/si4_b09_m800.06/pattern, ./data/si/si4_bvg_b09_800/si4_b09_m800.06/target, 320, 1451, 1131, 10, 42, 31
./data/si/si2_bvg_b09_800/si2_b09_m800.06/pattern, ./data/si/si2_bvg_b09_800/si2_b09_m800.06/target, 160, 1132, 972, 11, 36, 26
./data/si/si4_bvg_b03_800/si4_b03_m800.06/pattern, ./data/si/si4_bvg_b03_800/si4_b03_m800.06/target, 320, 1443, 1123, 1, 41, 30
./data/si/si4_bvg_b09_400/si4_b09_m400.07/pattern, ./data/si/si4_bvg_b09_400/si4_b09_m400.07/target, 160, 731, 571, 10, 11, 8
./data/si/si4_bvg_b09_200/si4_b09_m200.01/pattern, ./data/si/si4_bvg_b09_200/si4_b09_m200.01/target, 80, 371, 291, 10, 3, 2
./data/si/si6_bvg_b06m_200/si6_b06m_m200.03/pattern, ./data/si/si6_bvg_b06m_200/si6_b06m_m200.03/target, 120, 463, 343, 218, 4, 3
./data/si/si6_bvg_b09m_400/si6_b09m_m400.06/pattern, ./data/si/si6_bvg_b09m_400/si6_b09m_m400.06/target, 240, 1446, 945, 467, 18, 14
./data/si/si4_bvg_b09m_800/si4_b09m_m800.05/pattern, ./data/si/si4_bvg_b09m_800/si4_b09m_m800.05/target, 320, 1470, 1150, 822, 46, 34
./data/si/si6_bvg_b06m_200/si6_b06m_m200.05/pattern, ./data/si/si6_bvg_b06m_200/si6_b06m_m200.05/target, 120, 457, 337, 214, 4, 3
./data/si/si6_bvg_b06m_400/si6_b06m_m400.03/pattern, ./data/si/si6_bvg_b06m_400/si6_b06m_m400.03/target, 240, 909, 669, 425, 14, 10
./data/si/si6_bvg_b06m_200/si6_b06m_m200.08/pattern, ./data/si/si6_bvg_b06m_200/si6_b06m_m200.08/target, 120, 506, 371, 233, 4, 2
./data/si/si2_bvg_b06m_400/si2_b06m_m400.07/pattern, ./data/si/si2_bvg_b06m_400/si2_b06m_m400.07/target, 80, 1160, 974, 498, 13, 9
./data/si/si4_bvg_b03_400/si4_b03_m400.02/pattern, ./data/si/si4_bvg_b03_400/si4_b03_m400.02/target, 160, 723, 563, 0, 10, 7
./data/si/si6_bvg_b03_400/si6_b03_m400.08/pattern, ./data/si/si6_bvg_b03_400/si6_b03_m400.08/target, 240, 883, 643, 1, 13, 10
./data/si/si2_bvg_b06_400/si2_b06_m400.04/pattern, ./data/si/si2_bvg_b06_400/si2_b06_m400.04/target, 80, 566, 486, 5, 9, 6
./data/si/si6_bvg_b09m_200/si6_b09m_m200.00/pattern, ./data/si/si6_bvg_b09m_200/si6_b09m_m200.00/target, 120, 460, 340, 217, 4, 3
./data/si/si6_bvg_b09_400/si6_b09_m400.09/pattern, ./data/si/si6_bvg_b09_400/si6_b09_m400.09/target, 240, 891, 651, 10, 14, 10
./data/si/si2_bvg_b06_800/si2_b06_m800.03/pattern, ./data/si/si2_bvg_b06_800/si2_b06_m800.03/target, 160, 1126, 966, 5, 36, 25
./data/si/si6_bvg_b06_400/si6_b06_m400.09/pattern, ./data/si/si6_bvg_b06_400/si6_b06_m400.09/target, 240, 886, 646, 5, 13, 9
./data/si/si2_bvg_b06_200/si2_b06_m200.03/pattern, ./data/si/si2_bvg_b06_200/si2_b06_m200.03/target, 40, 286, 246, 5, 2, 1
./data/si/si2_bvg_b03_200/si2_b03_m200.07/pattern, ./data/si/si2_bvg_b03_200/si2_b03_m200.07/target, 40, 283, 243, 1, 2, 1
./data/si/si6_bvg_b09_400/si6_b09_m400.02/pattern, ./data/si/si6_bvg_b09_400/si6_b09_m400.02/target, 240, 891, 651, 10, 14, 10
./data/si/si6_bvg_b03_800/si6_b03_m800.09/pattern, ./data/si/si6_bvg_b03_800/si6_b03_m800.09/target, 480, 1763, 1283, 0, 50, 38
./data/si/si6_bvg_b06_800/si6_b06_m800.04/pattern, ./data/si/si6_bvg_b06_800/si6_b06_m800.04/target, 480, 1766, 1286, 5, 50, 38
./data/si/si2_bvg_b03_400/si2_b03_m400.00/pattern, ./data/si/si2_bvg_b03_400/si2_b03_m400.00/target, 80, 563, 483, 1, 9, 6
./data/si/si4_bvg_b06_800/si4_b06_m800.06/pattern, ./data/si/si4_bvg_b06_800/si4_b06_m800.06/target, 320, 1446, 1126, 5, 44, 30
./data/si/si6_bvg_b06m_400/si6_b06m_m400.07/pattern, ./data/si/si6_bvg_b06m_400/si6_b06m_m400.07/target, 240, 932, 687, 432, 14, 11
./data/si/si6_bvg_b06_800/si6_b06_m800.09/pattern, ./data/si/si6_bvg_b06_800/si6_b06_m800.09/target, 480, 1766, 1286, 5, 50, 37
./data/si/si4_bvg_b09_400/si4_b09_m400.03/pattern, ./data/si/si4_bvg_b09_400/si4_b09_m400.03/target, 160, 731, 571, 10, 11, 8
./data/si/si6_bvg_b09_800/si6_b09_m800.08/pattern, ./data/si/si6_bvg_b09_800/si6_b09_m800.08/target, 480, 1771, 1291, 10, 52, 39
./data/si/si4_bvg_b03_200/si4_b03_m200.05/pattern, ./data/si/si4_bvg_b03_200/si4_b03_m200.05/target, 80, 363, 283, 0, 3, 2
./data/si/si6_bvg_b09_400/si6_b09_m400.04/pattern, ./data/si/si6_bvg_b09_400/si6_b09_m400.04/target, 240, 891, 651, 10, 14, 10
./data/si/si4_bvg_b03_800/si4_b03_m800.02/pattern, ./data/si/si4_bvg_b03_800/si4_b03_m800.02/target, 320, 1443, 1123, 1, 41, 30
./data/si/si2_bvg_b03_400/si2_b03_m400.09/pattern, ./data/si/si2_bvg_b03_400/si2_b03_m400.09/target, 80, 563, 483, 1, 10, 7
./data/si/si2_bvg_b09_800/si2_b09_m800.08/pattern, ./data/si/si2_bvg_b09_800/si2_b09_m800.08/target, 160, 1131, 971, 10, 36, 25
./data/si/si4_bvg_b03m_200/si4_b03m_m200.02/pattern, ./data/si/si4_bvg_b03m_200/si4_b03m_m200.02/target, 80, 591, 453, 249, 3, 2
./data/si/si2_bvg_b09_200/si2_b09_m200.07/pattern, ./data/si/si2_bvg_b09_200/si2_b09_m200.07/target, 40, 291, 251, 10, 3, 2
./data/si/si6_bvg_b03_200/si6_b03_m200.06/pattern, ./data/si/si6_bvg_b03_200/si6_b03_m200.06/target, 120, 443, 323, 1, 3, 2
./data/si/si4_bvg_b09m_800/si4_b09m_m800.06/pattern, ./data/si/si4_bvg_b09m_800/si4_b09m_m800.06/target, 320, 1529, 1205, 869, 45, 32
./data/si/si2_bvg_b09_200/si2_b09_m200.05/pattern, ./data/si/si2_bvg_b09_200/si2_b09_m200.05/target, 40, 291, 251, 10, 2, 1
./data/si/si6_bvg_b06_200/si6_b06_m200.08/pattern, ./data/si/si6_bvg_b06_200/si6_b06_m200.08/target, 120, 446, 326, 5, 3, 2
./data/si/si6_bvg_b09_800/si6_b09_m800.09/pattern, ./data/si/si6_bvg_b09_800/si6_b09_m800.09/target, 480, 1772, 1292, 11, 52, 39
./data/si/si6_bvg_b09_400/si6_b09_m400.08/pattern, ./data/si/si6_bvg_b09_400/si6_b09_m400.08/target, 240, 891, 651, 10, 13, 10
./data/si/si4_bvg_b09_800/si4_b09_m800.08/pattern, ./data/si/si4_bvg_b09_800/si4_b09_m800.08/target, 320, 1451, 1131, 10, 43, 31
./data/si/si4_bvg_b09_800/si4_b09_m800.05/pattern, ./data/si/si4_bvg_b09_800/si4_b09_m800.05/target, 320, 1457, 1137, 16, 43, 31
./data/si/si4_bvg_b09_200/si4_b09_m200.03/pattern, ./data/si/si4_bvg_b09_200/si4_b09_m200.03/target, 80, 371, 291, 10, 3, 2
./data/si/si6_m4D_m4Dr2_1296/si6_m4Dr2_m1296.02/pattern, ./data/si/si6_m4D_m4Dr2_1296/si6_m4Dr2_m1296.02/target, 777, 2902, 2125, 1317, 145, 111
./data/si/si6_bvg_b09_200/si6_b09_m200.02/pattern, ./data/si/si6_bvg_b09_200/si6_b09_m200.02/target, 120, 452, 332, 11, 3, 2
./data/si/si2_bvg_b03_800/si2_b03_m800.06/pattern, ./data/si/si2_bvg_b03_800/si2_b03_m800.06/target, 160, 1123, 963, 0, 35, 24
./data/si/si4_bvg_b06_200/si4_b06_m200.07/pattern, ./data/si/si4_bvg_b06_200/si4_b06_m200.07/target, 80, 366, 286, 5, 3, 2
./data/si/si6_bvg_b06_400/si6_b06_m400.06/pattern, ./data/si/si6_bvg_b06_400/si6_b06_m400.06/target, 240, 886, 646, 5, 13, 10
./data/si/si4_bvg_b03_400/si4_b03_m400.04/pattern, ./data/si/si4_bvg_b03_400/si4_b03_m400.04/target, 160, 723, 563, 1, 10, 7
./data/si/si4_bvg_b06_400/si4_b06_m400.02/pattern, ./data/si/si4_bvg_b06_400/si4_b06_m400.02/target, 160, 726, 566, 5, 11, 8
./data/si/si4_bvg_b06_800/si4_b06_m800.04/pattern, ./data/si/si4_bvg_b06_800/si4_b06_m800.04/target, 320, 1446, 1126, 5, 41, 30
./data/si/si6_bvg_b06_800/si6_b06_m800.06/pattern, ./data/si/si6_bvg_b06_800/si6_b06_m800.06/target, 480, 1766, 1286, 5, 50, 37
./data/si/si2_bvg_b03_800/si2_b03_m800.09/pattern, ./data/si/si2_bvg_b03_800/si2_b03_m800.09/target, 160, 1123, 963, 1, 36, 25
./data/si/si2_bvg_b03m_400/si2_b03m_m400.07/pattern, ./data/si/si2_bvg_b03m_400/si2_b03m_m400.07/target, 80, 41303, 39812, 12713, 208, 205
./data/si/si2_bvg_b03m_200/si2_b03m_m200.04/pattern, ./data/si/si2_bvg_b03m_200/si2_b03m_m200.04/target, 40, 22803, 18719, 10257, 53, 52
./data/si/si4_bvg_b03_800/si4_b03_m800.05/pattern, ./data/si/si4_bvg_b03_800/si4_b03_m800.05/target, 320, 1443, 1123, 1, 41, 29
./data/si/si6_bvg_b03_800/si6_b03_m800.02/pattern, ./data/si/si6_bvg_b03_800/si6_b03_m800.02/target, 480, 1763, 1283, 0, 49, 37
./data/si/si6_bvg_b09_200/si6_b09_m200.04/pattern, ./data/si/si6_bvg_b09_200/si6_b09_m200.04/target, 120, 452, 332, 11, 4, 3
./data/si/si4_bvg_b03_400/si4_b03_m400.00/pattern, ./data/si/si4_bvg_b03_400/si4_b03_m400.00/target, 160, 723, 563, 1, 11, 7
./data/si/si6_bvg_b03m_200/si6_b03m_m200.02/pattern, ./data/si/si6_bvg_b03m_200/si6_b03m_m200.02/target, 120, 587, 440, 238, 3, 2
./data/si/si2_bvg_b06_400/si2_b06_m400.05/pattern, ./data/si/si2_bvg_b06_400/si2_b06_m400.05/target, 80, 566, 486, 5, 9, 6
./data/si/si2_bvg_b03m_400/si2_b03m_m400.06/pattern, ./data/si/si2_bvg_b03m_400/si2_b03m_m400.06/target, 80, 973, 879, 447, 11, 7
./data/si/si6_bvg_b09m_200/si6_b09m_m200.07/pattern, ./data/si/si6_bvg_b09m_200/si6_b09m_m200.07/target, 120, 463, 343, 221, 4, 3
./data/si/si2_bvg_b06_200/si2_b06_m200.07/pattern, ./data/si/si2_bvg_b06_200/si2_b06_m200.07/target, 40, 286, 246, 5, 2, 1
./data/si/si6_bvg_b09_800/si6_b09_m800.07/pattern, ./data/si/si6_bvg_b09_800/si6_b09_m800.07/target, 480, 1772, 1292, 11, 50, 37
./data/si/si2_m4D_m4D_256/si2_m4D_m256.03/pattern, ./data/si/si2_m4D_m4D_256/si2_m4D_m256.03/target, 51, 26264, 14144, 5462, 64, 63
./data/si/si4_bvg_b09_800/si4_b09_m800.00/pattern, ./data/si/si4_bvg_b09_800/si4_b09_m800.00/target, 320, 1451, 1131, 10, 42, 30
./data/si/si2_bvg_b03_800/si2_b03_m800.08/pattern, ./data/si/si2_bvg_b03_800/si2_b03_m800.08/target, 160, 1123, 963, 0, 37, 25
./data/si/si6_bvg_b06_800/si6_b06_m800.00/pattern, ./data/si/si6_bvg_b06_800/si6_b06_m800.00/target, 480, 1766, 1286, 5, 51, 38
./data/si/si2_m4D_m4Dr4_625/si2_m4Dr4_m625.05/pattern, ./data/si/si2_m4D_m4Dr4_625/si2_m4Dr4_m625.05/target, 125, 904, 779, 642, 23, 16
./data/si/si6_bvg_b03_400/si6_b03_m400.04/pattern, ./data/si/si6_bvg_b03_400/si6_b03_m400.04/target, 240, 883, 643, 1, 13, 10
./data/si/si6_bvg_b06_200/si6_b06_m200.03/pattern, ./data/si/si6_bvg_b06_200/si6_b06_m200.03/target, 120, 446, 326, 5, 3, 2
./data/si/si6_bvg_b09_800/si6_b09_m800.03/pattern, ./data/si/si6_bvg_b09_800/si6_b09_m800.03/target, 480, 1772, 1292, 11, 51, 38
./data/si/si2_bvg_b03m_200/si2_b03m_m200.05/pattern, ./data/si/si2_bvg_b03m_200/si2_b03m_m200.05/target, 40, 280080, 205478, 137064, 619, 618
./data/si/si6_bvg_b09_400/si6_b09_m400.03/pattern, ./data/si/si6_bvg_b09_400/si6_b09_m400.03/target, 240, 892, 652, 11, 12, 9
./data/si/si2_bvg_b06_200/si2_b06_m200.04/pattern, ./data/si/si2_bvg_b06_200/si2_b06_m200.04/target, 40, 286, 246, 5, 2, 1
./data/si/si4_bvg_b06_800/si4_b06_m800.00/pattern, ./data/si/si4_bvg_b06_800/si4_b06_m800.00/target, 320, 1446, 1126, 5, 41, 30
./data/si/si6_bvg_b09m_800/si6_b09m_m800.08/pattern, ./data/si/si6_bvg_b09m_800/si6_b09m_m800.08/target, 480, 1786, 1306, 823, 59, 45
./data/si/si2_bvg_b09_400/si2_b09_m400.03/pattern, ./data/si/si2_bvg_b09_400/si2_b09_m400.03/target, 80, 572, 492, 11, 9, 6
./data/si/si6_bvg_b06_200/si6_b06_m200.06/pattern, ./data/si/si6_bvg_b06_200/si6_b06_m200.06/target, 120, 446, 326, 5, 3, 2
./data/si/si6_bvg_b06_400/si6_b06_m400.07/pattern, ./data/si/si6_bvg_b06_400/si6_b06_m400.07/target, 240, 886, 646, 5, 13, 10
./data/si/si4_m4D_m4D_625/si4_m4D_m625.02/pattern, ./data/si/si4_m4D_m4D_625/si4_m4D_m625.02/target, 250, 70270, 61675, 9050, 228, 209
./data/si/si2_bvg_b06_400/si2_b06_m400.02/pattern, ./data/si/si2_bvg_b06_400/si2_b06_m400.02/target, 80, 566, 486, 5, 10, 7
./data/si/si6_bvg_b06_200/si6_b06_m200.09/pattern, ./data/si/si6_bvg_b06_200/si6_b06_m200.09/target, 120, 446, 326, 5, 3, 2
./data/si/si2_m4D_m4D_256/si2_m4D_m256.01/pattern, ./data/si/si2_m4D_m4D_256/si2_m4D_m256.01/target, 51, 22660, 12219, 2927, 51, 50
./data/si/si6_bvg_b03_800/si6_b03_m800.08/pattern, ./data/si/si6_bvg_b03_800/si6_b03_m800.08/target, 480, 1763, 1283, 1, 50, 38
./data/si/si2_bvg_b03_200/si2_b03_m200.01/pattern, ./data/si/si2_bvg_b03_200/si2_b03_m200.01/target, 40, 283, 243, 1, 2, 1
./data/si/si6_bvg_b09_400/si6_b09_m400.05/pattern, ./data/si/si6_bvg_b09_400/si6_b09_m400.05/target, 240, 898, 658, 17, 12, 9
./data/si/si6_bvg_b06_800/si6_b06_m800.07/pattern, ./data/si/si6_bvg_b06_800/si6_b06_m800.07/target, 480, 1766, 1286, 5, 50, 37
./data/si/si2_bvg_b03_400/si2_b03_m400.01/pattern, ./data/si/si2_bvg_b03_400/si2_b03_m400.01/target, 80, 563, 483, 1, 9, 6
./data/si/si6_bvg_b06_400/si6_b06_m400.04/pattern, ./data/si/si6_bvg_b06_400/si6_b06_m400.04/target, 240, 886, 646, 5, 13, 10
./data/si/si4_bvg_b03_400/si4_b03_m400.01/pattern, ./data/si/si4_bvg_b03_400/si4_b03_m400.01/target, 160, 723, 563, 0, 10, 7
./data/si/si4_bvg_b09_200/si4_b09_m200.06/pattern, ./data/si/si4_bvg_b09_200/si4_b09_m200.06/target, 80, 372, 292, 11, 3, 2
./data/si/si6_bvg_b03_200/si6_b03_m200.04/pattern, ./data/si/si6_bvg_b03_200/si6_b03_m200.04/target, 120, 443, 323, 1, 3, 2
./data/si/si6_bvg_b06_800/si6_b06_m800.05/pattern, ./data/si/si6_bvg_b06_800/si6_b06_m800.05/target, 480, 1766, 1286, 5, 50, 37
./data/si/si6_bvg_b09m_800/si6_b09m_m800.06/pattern, ./data/si/si6_bvg_b09m_800/si6_b09m_m800.06/target, 480, 1806, 1326, 844, 59, 45
./data/si/si6_bvg_b03_400/si6_b03_m400.06/pattern, ./data/si/si6_bvg_b03_400/si6_b03_m400.06/target, 240, 883, 643, 1, 13, 9
./data/si/si6_m4D_m4Dr6_625/si6_m4Dr6_m625.07/pattern, ./data/si/si6_m4D_m4Dr6_625/si6_m4Dr6_m625.07/target, 375, 1414, 1039, 653, 37, 28
./data/si/si2_bvg_b06_800/si2_b06_m800.07/pattern, ./data/si/si2_bvg_b06_800/si2_b06_m800.07/target, 160, 1126, 966, 5, 36, 25
./data/si/si6_bvg_b09_800/si6_b09_m800.00/pattern, ./data/si/si6_bvg_b09_800/si6_b09_m800.00/target, 480, 1772, 1292, 11, 51, 38
./data/si/si4_bvg_b03_800/si4_b03_m800.00/pattern, ./data/si/si4_bvg_b03_800/si4_b03_m800.00/target, 320, 1443, 1123, 0, 40, 29
./data/si/si4_bvg_b03_200/si4_b03_m200.01/pattern, ./data/si/si4_bvg_b03_200/si4_b03_m200.01/target, 80, 363, 283, 1, 2, 2
./data/si/si4_bvg_b03m_200/si4_b03m_m200.06/pattern, ./data/si/si4_bvg_b03m_200/si4_b03m_m200.06/target, 80, 408, 329, 228, 3, 2
./data/si/si4_bvg_b03_800/si4_b03_m800.04/pattern, ./data/si/si4_bvg_b03_800/si4_b03_m800.04/target, 320, 1443, 1123, 1, 41, 30
./data/si/si2_rand_r001_200/si2_r001_m200.00/pattern, ./data/si/si2_rand_r001_200/si2_r001_m200.00/target, 40, 630, 516, 249, 3, 2
./data/si/si4_bvg_b03m_200/si4_b03m_m200.04/pattern, ./data/si/si4_bvg_b03m_200/si4_b03m_m200.04/target, 80, 209020, 128602, 61600, 467, 465
./data/si/si6_bvg_b03m_200/si6_b03m_m200.04/pattern, ./data/si/si6_bvg_b03m_200/si6_b03m_m200.04/target, 120, 145361, 84844, 27555, 304, 303
./data/si/si2_bvg_b06_200/si2_b06_m200.09/pattern, ./data/si/si2_bvg_b06_200/si2_b06_m200.09/target, 40, 286, 246, 5, 2, 1
./data/si/si4_bvg_b03_400/si4_b03_m400.09/pattern, ./data/si/si4_bvg_b03_400/si4_b03_m400.09/target, 160, 723, 563, 1, 10, 7
./data/si/si2_bvg_b09_800/si2_b09_m800.07/pattern, ./data/si/si2_bvg_b09_800/si2_b09_m800.07/target, 160, 1131, 971, 10, 36, 25
./data/si/si2_bvg_b09_800/si2_b09_m800.02/pattern, ./data/si/si2_bvg_b09_800/si2_b09_m800.02/target, 160, 1131, 971, 10, 35, 24
./data/si/si6_bvg_b09_800/si6_b09_m800.06/pattern, ./data/si/si6_bvg_b09_800/si6_b09_m800.06/target, 480, 1772, 1292, 11, 51, 39
./data/si/si6_bvg_b09_200/si6_b09_m200.09/pattern, ./data/si/si6_bvg_b09_200/si6_b09_m200.09/target, 120, 458, 338, 17, 4, 2
./data/si/si6_bvg_b06_200/si6_b06_m200.07/pattern, ./data/si/si6_bvg_b06_200/si6_b06_m200.07/target, 120, 446, 326, 5, 3, 2
./data/si/si2_bvg_b06_400/si2_b06_m400.00/pattern, ./data/si/si2_bvg_b06_400/si2_b06_m400.00/target, 80, 566, 486, 5, 11, 8
./data/si/si6_bvg_b06_200/si6_b06_m200.02/pattern, ./data/si/si6_bvg_b06_200/si6_b06_m200.02/target, 120, 446, 326, 5, 3, 2
./data/si/si2_bvg_b06_200/si2_b06_m200.02/pattern, ./data/si/si2_bvg_b06_200/si2_b06_m200.02/target, 40, 286, 246, 5, 2, 1
./data/si/si4_bvg_b06_800/si4_b06_m800.01/pattern, ./data/si/si4_bvg_b06_800/si4_b06_m800.01/target, 320, 1446, 1126, 5, 41, 30
./data/si/si6_bvg_b06m_200/si6_b06m_m200.04/pattern, ./data/si/si6_bvg_b06m_200/si6_b06m_m200.04/target, 120, 460, 340, 217, 4, 3
./data/si/si6_bvg_b03_800/si6_b03_m800.07/pattern, ./data/si/si6_bvg_b03_800/si6_b03_m800.07/target, 480, 1763, 1283, 1, 49, 37
./data/si/si6_bvg_b03_200/si6_b03_m200.01/pattern, ./data/si/si6_bvg_b03_200/si6_b03_m200.01/target, 120, 443, 323, 1, 3, 2
./data/si/si4_bvg_b09_400/si4_b09_m400.01/pattern, ./data/si/si4_bvg_b09_400/si4_b09_m400.01/target, 160, 731, 571, 10, 11, 8
./data/si/si2_m4D_m4D_256/si2_m4D_m256.07/pattern, ./data/si/si2_m4D_m4D_256/si2_m4D_m256.07/target, 51, 1328, 846, 354, 6, 5
./data/si/si6_bvg_b03_400/si6_b03_m400.00/pattern, ./data/si/si6_bvg_b03_400/si6_b03_m400.00/target, 240, 883, 643, 1, 13, 10
./data/si/si6_bvg_b03_200/si6_b03_m200.08/pattern, ./data/si/si6_bvg_b03_200/si6_b03_m200.08/target, 120, 443, 323, 1, 3, 2
./data/si/si6_bvg_b09_200/si6_b09_m200.07/pattern, ./data/si/si6_bvg_b09_200/si6_b09_m200.07/target, 120, 452, 332, 11, 4, 2
./data/si/si4_bvg_b09m_400/si4_b09m_m400.06/pattern, ./data/si/si4_bvg_b09m_400/si4_b09m_m400.06/target, 160, 745, 585, 421, 12, 8
./data/si/si2_bvg_b06_800/si2_b06_m800.04/pattern, ./data/si/si2_bvg_b06_800/si2_b06_m800.04/target, 160, 1126, 966, 5, 37, 25
./data/si/si4_bvg_b06m_200/si4_b06m_m200.07/pattern, ./data/si/si4_bvg_b06m_200/si4_b06m_m200.07/target, 80, 384, 304, 219, 3, 2
./data/si/si4_bvg_b06_200/si4_b06_m200.02/pattern, ./data/si/si4_bvg_b06_200/si4_b06_m200.02/target, 80, 366, 286, 5, 3, 2
./data/si/si6_bvg_b09m_400/si6_b09m_m400.04/pattern, ./data/si/si6_bvg_b09m_400/si6_b09m_m400.04/target, 240, 905, 665, 421, 15, 12
./data/si/si2_bvg_b09_200/si2_b09_m200.08/pattern, ./data/si/si2_bvg_b09_200/si2_b09_m200.08/target, 40, 291, 251, 10, 3, 2
./data/si/si6_bvg_b06m_800/si6_b06m_m800.02/pattern, ./data/si/si6_bvg_b06m_800/si6_b06m_m800.02/target, 480, 1882, 1378, 850, 55, 41
./data/si/si4_bvg_b03_800/si4_b03_m800.07/pattern, ./data/si/si4_bvg_b03_800/si4_b03_m800.07/target, 320, 1443, 1123, 1, 42, 30
./data/si/si4_bvg_b03_400/si4_b03_m400.07/pattern, ./data/si/si4_bvg_b03_400/si4_b03_m400.07/target, 160, 723, 563, 1, 11, 7
./data/si/si6_bvg_b09_200/si6_b09_m200.06/pattern, ./data/si/si6_bvg_b09_200/si6_b09_m200.06/target, 120, 451, 331, 10, 3, 2
./data/si/si6_bvg_b06_200/si6_b06_m200.04/pattern, ./data/si/si6_bvg_b06_200/si6_b06_m200.04/target, 120, 446, 326, 5, 3, 2
./data/si/si6_bvg_b06m_800/si6_b06m_m800.03/pattern, ./data/si/si6_bvg_b06m_800/si6_b06m_m800.03/target, 480, 1834, 1345, 847, 57, 43
./data/si/si6_bvg_b06_800/si6_b06_m800.01/pattern, ./data/si/si6_bvg_b06_800/si6_b06_m800.01/target, 480, 1766, 1286, 5, 50, 38
./data/si/si4_bvg_b09_400/si4_b09_m400.05/pattern, ./data/si/si4_bvg_b09_400/si4_b09_m400.05/target, 160, 731, 571, 10, 11, 8
./data/si/si6_bvg_b06_400/si6_b06_m400.02/pattern, ./data/si/si6_bvg_b06_400/si6_b06_m400.02/target, 240, 886, 646, 5, 13, 10
./data/si/si6_bvg_b03_200/si6_b03_m200.09/pattern, ./data/si/si6_bvg_b03_200/si6_b03_m200.09/target, 120, 443, 323, 1, 3, 2
./data/si/si6_bvg_b09_400/si6_b09_m400.07/pattern, ./data/si/si6_bvg_b09_400/si6_b09_m400.07/target, 240, 891, 651, 10, 13, 10
./data/si/si2_bvg_b09_400/si2_b09_m400.01/pattern, ./data/si/si2_bvg_b09_400/si2_b09_m400.01/target, 80, 571, 491, 10, 9, 6
./data/si/si4_bvg_b06_200/si4_b06_m200.09/pattern, ./data/si/si4_bvg_b06_200/si4_b06_m200.09/target, 80, 366, 286, 5, 3, 2
./data/si/si2_bvg_b06m_200/si2_b06m_m200.00/pattern, ./data/si/si2_bvg_b06m_200/si2_b06m_m200.00/target, 40, 2834, 2039, 1059, 5, 4
./data/si/si4_bvg_b06_200/si4_b06_m200.01/pattern, ./data/si/si4_bvg_b06_200/si4_b06_m200.01/target, 80, 366, 286, 5, 3, 2
./data/si/si4_bvg_b03_800/si4_b03_m800.01/pattern, ./data/si/si4_bvg_b03_800/si4_b03_m800.01/target, 320, 1443, 1123, 1, 41, 30
./data/si/si4_bvg_b03m_200/si4_b03m_m200.03/pattern, ./data/si/si4_bvg_b03m_200/si4_b03m_m200.03/target, 80, 306518, 197938, 94632, 572, 571
./data/si/si4_bvg_b03_200/si4_b03_m200.06/pattern, ./data/si/si4_bvg_b03_200/si4_b03_m200.06/target, 80, 363, 283, 1, 3, 2
./data/si/si6_bvg_b06m_200/si6_b06m_m200.09/pattern, ./data/si/si6_bvg_b06m_200/si6_b06m_m200.09/target, 120, 458, 338, 213, 4, 3
./data/si/si4_bvg_b06m_800/si4_b06m_m800.03/pattern, ./data/si/si4_bvg_b06m_800/si4_b06m_m800.03/target, 320, 65144, 37174, 9770, 507, 490
./data/si/si2_bvg_b09_800/si2_b09_m800.04/pattern, ./data/si/si2_bvg_b09_800/si2_b09_m800.04/target, 160, 1131, 971, 10, 36, 25
./data/si/si2_bvg_b09_200/si2_b09_m200.04/pattern, ./data/si/si2_bvg_b09_200/si2_b09_m200.04/target, 40, 292, 252, 11, 2, 1
./data/si/si6_bvg_b09_200/si6_b09_m200.05/pattern, ./data/si/si6_bvg_b09_200/si6_b09_m200.05/target, 120, 451, 331, 10, 3, 2
./data/si/si4_bvg_b03_200/si4_b03_m200.07/pattern, ./data/si/si4_bvg_b03_200/si4_b03_m200.07/target, 80, 363, 283, 0, 2, 2
./data/si/si4_bvg_b03_200/si4_b03_m200.03/pattern, ./data/si/si4_bvg_b03_200/si4_b03_m200.03/target, 80, 363, 283, 1, 3, 2
./data/si/si4_m4D_m4Dr4_1296/si4_m4Dr4_m1296.02/pattern, ./data/si/si4_m4D_m4Dr4_1296/si4_m4Dr4_m1296.02/target, 518, 2437, 1905, 1332, 117, 85
