Pattern, Target, Solution size, Nodes, Cut branches, Conflicts, Elapsed time, Best time
./data/si/si4_bvg_b03_200/si4_b03_m200.00/pattern, ./data/si/si4_bvg_b03_200/si4_b03_m200.00/target, 80, 363, 283, 1, 3, 2
./data/si/si6_bvg_b09_200/si6_b09_m200.00/pattern, ./data/si/si6_bvg_b09_200/si6_b09_m200.00/target, 120, 458, 338, 17, 3, 2
./data/si/si6_bvg_b06_800/si6_b06_m800.02/pattern, ./data/si/si6_bvg_b06_800/si6_b06_m800.02/target, 480, 1766, 1286, 5, 50, 37
./data/si/si2_bvg_b03_400/si2_b03_m400.05/pattern, ./data/si/si2_bvg_b03_400/si2_b03_m400.05/target, 80, 563, 483, 1, 10, 7
./data/si/si6_bvg_b09_800/si6_b09_m800.02/pattern, ./data/si/si6_bvg_b09_800/si6_b09_m800.02/target, 480, 1772, 1292, 11, 50, 38
./data/si/si4_bvg_b06_800/si4_b06_m800.09/pattern, ./data/si/si4_bvg_b06_800/si4_b06_m800.09/target, 320, 1446, 1126, 5, 42, 30
./data/si/si2_bvg_b09m_200/si2_b09m_m200.06/pattern, ./data/si/si2_bvg_b09m_200/si2_b09m_m200.06/target, 40, 342, 293, 228, 2, 1
./data/si/si4_bvg_b09_800/si4_b09_m800.04/pattern, ./data/si/si4_bvg_b09_800/si4_b09_m800.04/target, 320, 1451, 1131, 10, 43, 31
./data/si/si2_bvg_b06_400/si2_b06_m400.01/pattern, ./data/si/si2_bvg_b06_400/si2_b06_m400.01/target, 80, 566, 486, 5, 9, 6
./data/si/si4_bvg_b06_800/si4_b06_m800.02/pattern, ./data/si/si4_bvg_b06_800/si4_b06_m800.02/target, 320, 1446, 1126, 5, 43, 31
./data/si/si6_bvg_b03_800/si6_b03_m800.04/pattern, ./data/si/si6_bvg_b03_800/si6_b03_m800.04/target, 480, 1763, 1283, 1, 50, 38
./data/si/si2_m4D_m4D_256/si2_m4D_m256.02/pattern, ./data/si/si2_m4D_m4D_256/si2_m4D_m256.02/target, 51, 23794, 12953, 3081, 60, 59
./data/si/si4_bvg_b09_200/si4_b09_m200.07/pattern, ./data/si/si4_bvg_b09_200/si4_b09_m200.07/target, 80, 372, 292, 11, 3, 2
./data/si/si4_bvg_b06_400/si4_b06_m400.00/pattern, ./data/si/si4_bvg_b06_400/si4_b06_m400.00/target, 160, 726, 566, 5, 11, 7
./data/si/si4_bvg_b03_400/si4_b03_m400.08/pattern, ./data/si/si4_bvg_b03_400/si4_b03_m400.08/target, 160, 723, 563, 1, 11, 8
./data/si/si4_bvg_b09_200/si4_b09_m200.02/pattern, ./data/si/si4_bvg_b09_200/si4_b09_m200.02/target, 80, 371, 291, 10, 3, 2
./data/si/si6_bvg_b09m_800/si6_b09m_m800.05/pattern, ./data/si/si6_bvg_b09m_800/si6_b09m_m800.05/target, 480, 1791, 1311, 829, 58, 44
./data/si/si4_bvg_b03m_200/si4_b03m_m200.07/pattern, ./data/si/si4_bvg_b03m_200/si4_b03m_m200.07/target, 80, 368856, 243912, 118922, 804, 803
./data/si/si6_bvg_b09_400/si6_b09_m400.01/pattern, ./data/si/si6_bvg_b09_400/si6_b09_m400.01/target, 240, 891, 651, 10, 13, 10
./data/si/si4_bvg_b03_200/si4_b03_m200.04/pattern, ./data/si/si4_bvg_b03_200/si4_b03_m200.04/target, 80, 363, 283, 1, 3, 2
./data/si/si2_m4D_m4D_256/si2_m4D_m256.04/pattern, ./data/si/si2_m4D_m4D_256/si2_m4D_m256.04/target, 51, 382, 331, 272, 4, 3
./data/si/si6_bvg_b09_800/si6_b09_m800.04/pattern, ./data/si/si6_bvg_b09_800/si6_b09_m800.04/target, 480, 1772, 1292, 11, 51, 38
./data/si/si2_bvg_b06m_200/si2_b06m_m200.01/pattern, ./data/si/si2_bvg_b06m_200/si2_b06m_m200.01/target, 40, 11145, 8742, 4383, 19, 18
./data/si/si4_bvg_b06_200/si4_b06_m200.06/pattern, ./data/si/si4_bvg_b06_200/si4_b06_m200.06/target, 80, 366, 286, 5, 3, 2
./data/si/si6_bvg_b09_800/si6_b09_m800.01/pattern, ./data/si/si6_bvg_b09_800/si6_b09_m800.01/target, 480, 1771, 1291, 10, 51, 38
./data/si/si6_bvg_b06m_200/si6_b06m_m200.00/pattern, ./data/si/si6_bvg_b06m_200/si6_b06m_m200.00/target, 120, 467, 347, 226, 4, 3
./data/si/si6_bvg_b09_400/si6_b09_m400.06/pattern, ./data/si/si6_bvg_b09_400/si6_b09_m400.06/target, 240, 891, 651, 10, 13, 10
./data/si/si2_bvg_b09m_200/si2_b09m_m200.03/pattern, ./data/si/si2_bvg_b09m_200/si2_b09m_m200.03/target, 40, 538594, 427336, 315900, 1167, 1166
./data/si/si2_bvg_b03m_200/si2_b03m_m200.09/pattern, ./data/si/si2_bvg_b03m_200/si2_b03m_m200.09/target, 40, 587845, 412109, 238519, 1406, 1405
./data/si/si2_bvg_b03m_200/si2_b03m_m200.08/pattern, ./data/si/si2_bvg_b03m_200/si2_b03m_m200.08/target, 40, 685402, 444014, 218209, 1670, 1669
./data/si/si2_m4D_m4Dr2_256/si2_m4Dr2_m256.03/pattern, ./data/si/si2_m4D_m4Dr2_256/si2_m4Dr2_m256.03/target, 51, 723240, 421029, 131994, 2488, 2487
./data/si/si4_bvg_b03m_200/si4_b03m_m200.01/pattern, ./data/si/si4_bvg_b03m_200/si4_b03m_m200.01/target, 80, 1232355, 795422, 338102, 3129, 3128
./data/si/si6_bvg_b03m_200/si6_b03m_m200.03/pattern, ./data/si/si6_bvg_b03m_200/si6_b03m_m200.03/target, 120, 1370271, 875968, 408587, 3253, 3251
./data/si/si6_bvg_b03m_800/si6_b03m_m800.03/pattern, ./data/si/si6_bvg_b03m_800/si6_b03m_m800.03/target, 480, 971737, 643659, 306948, 3619, 3600
./data/si/si2_rand_r001_200/si2_r001_m200.02/pattern, ./data/si/si2_rand_r001_200/si2_r001_m200.02/target, 40, 1537351, 1083771, 635601, 3913, 3912
./data/si/si2_m4D_m4Dr2_256/si2_m4Dr2_m256.00/pattern, ./data/si/si2_m4D_m4Dr2_256/si2_m4Dr2_m256.00/target, 51, 1389661, 848820, 355684, 4978, 4976
./data/si/si2_rand_r001_200/si2_r001_m200.03/pattern, ./data/si/si2_rand_r001_200/si2_r001_m200.03/target, 40, 2558237, 1945718, 1340320, 6345, 6344
./data/si/si2_bvg_b03m_800/si2_b03m_m800.01/pattern, ./data/si/si2_bvg_b03m_800/si2_b03m_m800.01/target, 160, 1451642, 1042358, 623425, 7998, 7981
./data/si/si6_m4D_m4D_625/si6_m4D_m625.06/pattern, ./data/si/si6_m4D_m4D_625/si6_m4D_m625.06/target, time out
./data/si/si4_m4D_m4D_256/si4_m4D_m256.04/pattern, ./data/si/si4_m4D_m4D_256/si4_m4D_m256.04/target, time out
./data/si/si2_m4D_m4Dr2_256/si2_m4Dr2_m256.08/pattern, ./data/si/si2_m4D_m4Dr2_256/si2_m4Dr2_m256.08/target, 51, 2676034, 1758521, 1012484, 9326, 9324
./data/si/si4_m4D_m4Dr4_256/si4_m4Dr4_m256.07/pattern, ./data/si/si4_m4D_m4Dr4_256/si4_m4Dr4_m256.07/target, time out
./data/si/si6_rand_r001_400/si6_r001_m400.00/pattern, ./data/si/si6_rand_r001_400/si6_r001_m400.00/target, time out
./data/si/si2_m4D_m4Dr2_1296/si2_m4Dr2_m1296.03/pattern, ./data/si/si2_m4D_m4Dr2_1296/si2_m4Dr2_m1296.03/target, time out
./data/si/si6_m4D_m4Dr2_1296/si6_m4Dr2_m1296.01/pattern, ./data/si/si6_m4D_m4Dr2_1296/si6_m4Dr2_m1296.01/target, time out
./data/si/si6_rand_r001_400/si6_r001_m400.03/pattern, ./data/si/si6_rand_r001_400/si6_r001_m400.03/target, time out
./data/si/si4_m4D_m4D_1296/si4_m4D_m1296.05/pattern, ./data/si/si4_m4D_m4D_1296/si4_m4D_m1296.05/target, time out
./data/si/si6_m4D_m4D_1296/si6_m4D_m1296.03/pattern, ./data/si/si6_m4D_m4D_1296/si6_m4D_m1296.03/target, time out
./data/si/si2_m4D_m4Dr2_1296/si2_m4Dr2_m1296.02/pattern, ./data/si/si2_m4D_m4Dr2_1296/si2_m4Dr2_m1296.02/target, time out
./data/si/si2_m4D_m4Dr4_256/si2_m4Dr4_m256.00/pattern, ./data/si/si2_m4D_m4Dr4_256/si2_m4Dr4_m256.00/target, time out
./data/si/si2_bvg_b09m_800/si2_b09m_m800.08/pattern, ./data/si/si2_bvg_b09m_800/si2_b09m_m800.08/target, time out
./data/si/si2_bvg_b06m_200/si2_b06m_m200.06/pattern, ./data/si/si2_bvg_b06m_200/si2_b06m_m200.06/target, time out
./data/si/si4_bvg_b09m_200/si4_b09m_m200.05/pattern, ./data/si/si4_bvg_b09m_200/si4_b09m_m200.05/target, time out
./data/si/si4_rand_r01_200/si4_r01_m200.08/pattern, ./data/si/si4_rand_r01_200/si4_r01_m200.08/target, time out
./data/si/si2_m4D_m4D_1296/si2_m4D_m1296.00/pattern, ./data/si/si2_m4D_m4D_1296/si2_m4D_m1296.00/target, time out
./data/si/si4_bvg_b03m_400/si4_b03m_m400.00/pattern, ./data/si/si4_bvg_b03m_400/si4_b03m_m400.00/target, time out
./data/si/si2_m4D_m4Dr4_1296/si2_m4Dr4_m1296.06/pattern, ./data/si/si2_m4D_m4Dr4_1296/si2_m4Dr4_m1296.06/target, time out
./data/si/si2_bvg_b06m_200/si2_b06m_m200.03/pattern, ./data/si/si2_bvg_b06m_200/si2_b06m_m200.03/target, time out
./data/si/si2_rand_r01_200/si2_r01_m200.04/pattern, ./data/si/si2_rand_r01_200/si2_r01_m200.04/target, time out
./data/si/si2_rand_r005_400/si2_r005_m400.04/pattern, ./data/si/si2_rand_r005_400/si2_r005_m400.04/target, time out
./data/si/si4_rand_r005_200/si4_r005_m200.01/pattern, ./data/si/si4_rand_r005_200/si4_r005_m200.01/target, time out
./data/si/si4_bvg_b09m_400/si4_b09m_m400.05/pattern, ./data/si/si4_bvg_b09m_400/si4_b09m_m400.05/target, time out
./data/si/si4_rand_r01_200/si4_r01_m200.03/pattern, ./data/si/si4_rand_r01_200/si4_r01_m200.03/target, time out
./data/si/si2_rand_r01_400/si2_r01_m400.08/pattern, ./data/si/si2_rand_r01_400/si2_r01_m400.08/target, time out
./data/si/si4_rand_r001_400/si4_r001_m400.06/pattern, ./data/si/si4_rand_r001_400/si4_r001_m400.06/target, time out
./data/si/si6_bvg_b09m_800/si6_b09m_m800.00/pattern, ./data/si/si6_bvg_b09m_800/si6_b09m_m800.00/target, time out
./data/si/si6_rand_r005_200/si6_r005_m200.08/pattern, ./data/si/si6_rand_r005_200/si6_r005_m200.08/target, time out
./data/si/si2_m4D_m4D_1296/si2_m4D_m1296.04/pattern, ./data/si/si2_m4D_m4D_1296/si2_m4D_m1296.04/target, time out
./data/si/si4_rand_r01_400/si4_r01_m400.04/pattern, ./data/si/si4_rand_r01_400/si4_r01_m400.04/target, time out
./data/si/si6_m4D_m4Dr2_256/si6_m4Dr2_m256.01/pattern, ./data/si/si6_m4D_m4Dr2_256/si6_m4Dr2_m256.01/target, time out
./data/si/si2_m4D_m4Dr6_1296/si2_m4Dr6_m1296.09/pattern, ./data/si/si2_m4D_m4Dr6_1296/si2_m4Dr6_m1296.09/target, time out
./data/si/si2_rand_r005_600/si2_r005_m600.02/pattern, ./data/si/si2_rand_r005_600/si2_r005_m600.02/target, time out
./data/si/si6_rand_r001_400/si6_r001_m400.08/pattern, ./data/si/si6_rand_r001_400/si6_r001_m400.08/target, time out
./data/si/si2_m4D_m4Dr6_256/si2_m4Dr6_m256.07/pattern, ./data/si/si2_m4D_m4Dr6_256/si2_m4Dr6_m256.07/target, time out
./data/si/si2_bvg_b06m_800/si2_b06m_m800.03/pattern, ./data/si/si2_bvg_b06m_800/si2_b06m_m800.03/target, time out
./data/si/si6_bvg_b06m_800/si6_b06m_m800.04/pattern, ./data/si/si6_bvg_b06m_800/si6_b06m_m800.04/target, time out
./data/si/si4_m4D_m4Dr4_256/si4_m4Dr4_m256.04/pattern, ./data/si/si4_m4D_m4Dr4_256/si4_m4Dr4_m256.04/target, time out
./data/si/si4_m4D_m4Dr6_625/si4_m4Dr6_m625.04/pattern, ./data/si/si4_m4D_m4Dr6_625/si4_m4Dr6_m625.04/target, time out
./data/si/si2_m4D_m4Dr2_1296/si2_m4Dr2_m1296.09/pattern, ./data/si/si2_m4D_m4Dr2_1296/si2_m4Dr2_m1296.09/target, time out
./data/si/si4_bvg_b06m_400/si4_b06m_m400.06/pattern, ./data/si/si4_bvg_b06m_400/si4_b06m_m400.06/target, time out
./data/si/si4_m4D_m4D_256/si4_m4D_m256.00/pattern, ./data/si/si4_m4D_m4D_256/si4_m4D_m256.00/target, time out
./data/si/si6_bvg_b09m_400/si6_b09m_m400.00/pattern, ./data/si/si6_bvg_b09m_400/si6_b09m_m400.00/target, time out
./data/si/si4_rand_r001_600/si4_r001_m600.00/pattern, ./data/si/si4_rand_r001_600/si4_r001_m600.00/target, time out
./data/si/si6_bvg_b06m_400/si6_b06m_m400.08/pattern, ./data/si/si6_bvg_b06m_400/si6_b06m_m400.08/target, time out
./data/si/si2_bvg_b09m_800/si2_b09m_m800.06/pattern, ./data/si/si2_bvg_b09m_800/si2_b09m_m800.06/target, time out
./data/si/si2_rand_r01_600/si2_r01_m600.09/pattern, ./data/si/si2_rand_r01_600/si2_r01_m600.09/target, time out
./data/si/si4_rand_r01_400/si4_r01_m400.06/pattern, ./data/si/si4_rand_r01_400/si4_r01_m400.06/target, time out
./data/si/si2_m4D_m4Dr2_256/si2_m4Dr2_m256.04/pattern, ./data/si/si2_m4D_m4Dr2_256/si2_m4Dr2_m256.04/target, time out
./data/si/si6_bvg_b03m_800/si6_b03m_m800.06/pattern, ./data/si/si6_bvg_b03m_800/si6_b03m_m800.06/target, time out
./data/si/si6_rand_r001_200/si6_r001_m200.00/pattern, ./data/si/si6_rand_r001_200/si6_r001_m200.00/target, time out
./data/si/si2_rand_r005_600/si2_r005_m600.08/pattern, ./data/si/si2_rand_r005_600/si2_r005_m600.08/target, time out
./data/si/si4_m4D_m4D_256/si4_m4D_m256.02/pattern, ./data/si/si4_m4D_m4D_256/si4_m4D_m256.02/target, time out
./data/si/si4_rand_r01_200/si4_r01_m200.01/pattern, ./data/si/si4_rand_r01_200/si4_r01_m200.01/target, time out
./data/si/si2_rand_r005_400/si2_r005_m400.01/pattern, ./data/si/si2_rand_r005_400/si2_r005_m400.01/target, time out
./data/si/si6_m4D_m4Dr4_625/si6_m4Dr4_m625.07/pattern, ./data/si/si6_m4D_m4Dr4_625/si6_m4Dr4_m625.07/target, time out
./data/si/si4_m4D_m4Dr6_1296/si4_m4Dr6_m1296.06/pattern, ./data/si/si4_m4D_m4Dr6_1296/si4_m4Dr6_m1296.06/target, time out
./data/si/si4_m4D_m4D_625/si4_m4D_m625.06/pattern, ./data/si/si4_m4D_m4D_625/si4_m4D_m625.06/target, time out
./data/si/si2_bvg_b06m_200/si2_b06m_m200.09/pattern, ./data/si/si2_bvg_b06m_200/si2_b06m_m200.09/target, time out
./data/si/si2_bvg_b06m_400/si2_b06m_m400.03/pattern, ./data/si/si2_bvg_b06m_400/si2_b06m_m400.03/target, time out
./data/si/si4_rand_r001_200/si4_r001_m200.00/pattern, ./data/si/si4_rand_r001_200/si4_r001_m200.00/target, time out
./data/si/si6_m4D_m4Dr6_256/si6_m4Dr6_m256.00/pattern, ./data/si/si6_m4D_m4Dr6_256/si6_m4Dr6_m256.00/target, time out
./data/si/si4_m4D_m4Dr2_256/si4_m4Dr2_m256.08/pattern, ./data/si/si4_m4D_m4Dr2_256/si4_m4Dr2_m256.08/target, time out
./data/si/si2_bvg_b03m_800/si2_b03m_m800.02/pattern, ./data/si/si2_bvg_b03m_800/si2_b03m_m800.02/target, time out
./data/si/si6_rand_r001_600/si6_r001_m600.05/pattern, ./data/si/si6_rand_r001_600/si6_r001_m600.05/target, time out
./data/si/si4_bvg_b06m_400/si4_b06m_m400.03/pattern, ./data/si/si4_bvg_b06m_400/si4_b06m_m400.03/target, time out
./data/si/si4_m4D_m4Dr4_1296/si4_m4Dr4_m1296.05/pattern, ./data/si/si4_m4D_m4Dr4_1296/si4_m4Dr4_m1296.05/target, time out
./data/si/si4_m4D_m4Dr2_1296/si4_m4Dr2_m1296.04/pattern, ./data/si/si4_m4D_m4Dr2_1296/si4_m4Dr2_m1296.04/target, time out
./data/si/si4_m4D_m4Dr2_625/si4_m4Dr2_m625.05/pattern, ./data/si/si4_m4D_m4Dr2_625/si4_m4Dr2_m625.05/target, time out
./data/si/si2_m4D_m4Dr2_625/si2_m4Dr2_m625.02/pattern, ./data/si/si2_m4D_m4Dr2_625/si2_m4Dr2_m625.02/target, time out
./data/si/si2_m4D_m4Dr4_625/si2_m4Dr4_m625.09/pattern, ./data/si/si2_m4D_m4Dr4_625/si2_m4Dr4_m625.09/target, time out
./data/si/si2_bvg_b03m_800/si2_b03m_m800.08/pattern, ./data/si/si2_bvg_b03m_800/si2_b03m_m800.08/target, time out
./data/si/si2_rand_r01_600/si2_r01_m600.01/pattern, ./data/si/si2_rand_r01_600/si2_r01_m600.01/target, time out
./data/si/si6_bvg_b03m_800/si6_b03m_m800.04/pattern, ./data/si/si6_bvg_b03m_800/si6_b03m_m800.04/target, time out
./data/si/si2_rand_r001_400/si2_r001_m400.05/pattern, ./data/si/si2_rand_r001_400/si2_r001_m400.05/target, time out
./data/si/si4_bvg_b06m_800/si4_b06m_m800.06/pattern, ./data/si/si4_bvg_b06m_800/si4_b06m_m800.06/target, time out
./data/si/si6_rand_r01_600/si6_r01_m600.05/pattern, ./data/si/si6_rand_r01_600/si6_r01_m600.05/target, time out
./data/si/si6_rand_r005_200/si6_r005_m200.03/pattern, ./data/si/si6_rand_r005_200/si6_r005_m200.03/target, time out
./data/si/si6_rand_r005_200/si6_r005_m200.09/pattern, ./data/si/si6_rand_r005_200/si6_r005_m200.09/target, time out
./data/si/si4_rand_r005_400/si4_r005_m400.03/pattern, ./data/si/si4_rand_r005_400/si4_r005_m400.03/target, time out
./data/si/si6_m4D_m4Dr2_256/si6_m4Dr2_m256.00/pattern, ./data/si/si6_m4D_m4Dr2_256/si6_m4Dr2_m256.00/target, time out
./data/si/si4_m4D_m4Dr6_1296/si4_m4Dr6_m1296.08/pattern, ./data/si/si4_m4D_m4Dr6_1296/si4_m4Dr6_m1296.08/target, time out
./data/si/si4_m4D_m4Dr4_1296/si4_m4Dr4_m1296.04/pattern, ./data/si/si4_m4D_m4Dr4_1296/si4_m4Dr4_m1296.04/target, time out
./data/si/si2_bvg_b06m_200/si2_b06m_m200.04/pattern, ./data/si/si2_bvg_b06m_200/si2_b06m_m200.04/target, time out
./data/si/si2_rand_r01_600/si2_r01_m600.02/pattern, ./data/si/si2_rand_r01_600/si2_r01_m600.02/target, time out
./data/si/si6_m4D_m4D_256/si6_m4D_m256.00/pattern, ./data/si/si6_m4D_m4D_256/si6_m4D_m256.00/target, time out
./data/si/si4_bvg_b03m_800/si4_b03m_m800.08/pattern, ./data/si/si4_bvg_b03m_800/si4_b03m_m800.08/target, time out
./data/si/si2_rand_r005_200/si2_r005_m200.03/pattern, ./data/si/si2_rand_r005_200/si2_r005_m200.03/target, time out
./data/si/si6_m4D_m4D_256/si6_m4D_m256.04/pattern, ./data/si/si6_m4D_m4D_256/si6_m4D_m256.04/target, time out
./data/si/si6_m4D_m4Dr4_625/si6_m4Dr4_m625.08/pattern, ./data/si/si6_m4D_m4Dr4_625/si6_m4Dr4_m625.08/target, time out
./data/si/si2_bvg_b09m_200/si2_b09m_m200.09/pattern, ./data/si/si2_bvg_b09m_200/si2_b09m_m200.09/target, time out
./data/si/si2_m4D_m4Dr6_256/si2_m4Dr6_m256.09/pattern, ./data/si/si2_m4D_m4Dr6_256/si2_m4Dr6_m256.09/target, time out
./data/si/si4_m4D_m4D_625/si4_m4D_m625.08/pattern, ./data/si/si4_m4D_m4D_625/si4_m4D_m625.08/target, time out
./data/si/si2_m4D_m4D_625/si2_m4D_m625.01/pattern, ./data/si/si2_m4D_m4D_625/si2_m4D_m625.01/target, time out
./data/si/si6_bvg_b06m_400/si6_b06m_m400.01/pattern, ./data/si/si6_bvg_b06m_400/si6_b06m_m400.01/target, time out
./data/si/si2_m4D_m4Dr4_625/si2_m4Dr4_m625.03/pattern, ./data/si/si2_m4D_m4Dr4_625/si2_m4Dr4_m625.03/target, time out
./data/si/si6_rand_r001_600/si6_r001_m600.00/pattern, ./data/si/si6_rand_r001_600/si6_r001_m600.00/target, time out
./data/si/si6_bvg_b06m_800/si6_b06m_m800.01/pattern, ./data/si/si6_bvg_b06m_800/si6_b06m_m800.01/target, time out
./data/si/si6_rand_r005_200/si6_r005_m200.07/pattern, ./data/si/si6_rand_r005_200/si6_r005_m200.07/target, time out
./data/si/si2_rand_r01_400/si2_r01_m400.04/pattern, ./data/si/si2_rand_r01_400/si2_r01_m400.04/target, time out
./data/si/si2_rand_r001_400/si2_r001_m400.03/pattern, ./data/si/si2_rand_r001_400/si2_r001_m400.03/target, time out
./data/si/si6_rand_r001_200/si6_r001_m200.04/pattern, ./data/si/si6_rand_r001_200/si6_r001_m200.04/target, time out
./data/si/si4_bvg_b03m_400/si4_b03m_m400.07/pattern, ./data/si/si4_bvg_b03m_400/si4_b03m_m400.07/target, time out
./data/si/si2_rand_r001_400/si2_r001_m400.06/pattern, ./data/si/si2_rand_r001_400/si2_r001_m400.06/target, time out
./data/si/si4_rand_r005_200/si4_r005_m200.00/pattern, ./data/si/si4_rand_r005_200/si4_r005_m200.00/target, time out
./data/si/si4_m4D_m4Dr6_625/si4_m4Dr6_m625.05/pattern, ./data/si/si4_m4D_m4Dr6_625/si4_m4Dr6_m625.05/target, time out
./data/si/si4_m4D_m4Dr2_1296/si4_m4Dr2_m1296.03/pattern, ./data/si/si4_m4D_m4Dr2_1296/si4_m4Dr2_m1296.03/target, time out
./data/si/si2_bvg_b03m_400/si2_b03m_m400.00/pattern, ./data/si/si2_bvg_b03m_400/si2_b03m_m400.00/target, time out
./data/si/si2_m4D_m4Dr6_625/si2_m4Dr6_m625.05/pattern, ./data/si/si2_m4D_m4Dr6_625/si2_m4Dr6_m625.05/target, time out
./data/si/si2_m4D_m4Dr2_625/si2_m4Dr2_m625.07/pattern, ./data/si/si2_m4D_m4Dr2_625/si2_m4Dr2_m625.07/target, time out
./data/si/si2_rand_r005_400/si2_r005_m400.03/pattern, ./data/si/si2_rand_r005_400/si2_r005_m400.03/target, time out
./data/si/si4_rand_r01_200/si4_r01_m200.09/pattern, ./data/si/si4_rand_r01_200/si4_r01_m200.09/target, time out
./data/si/si2_bvg_b06m_400/si2_b06m_m400.01/pattern, ./data/si/si2_bvg_b06m_400/si2_b06m_m400.01/target, time out
./data/si/si6_m4D_m4Dr2_625/si6_m4Dr2_m625.00/pattern, ./data/si/si6_m4D_m4Dr2_625/si6_m4Dr2_m625.00/target, time out
./data/si/si6_bvg_b03m_200/si6_b03m_m200.01/pattern, ./data/si/si6_bvg_b03m_200/si6_b03m_m200.01/target, time out
./data/si/si2_m4D_m4Dr6_625/si2_m4Dr6_m625.01/pattern, ./data/si/si2_m4D_m4Dr6_625/si2_m4Dr6_m625.01/target, time out
./data/si/si4_m4D_m4Dr2_256/si4_m4Dr2_m256.00/pattern, ./data/si/si4_m4D_m4Dr2_256/si4_m4Dr2_m256.00/target, time out
./data/si/si2_m4D_m4Dr2_625/si2_m4Dr2_m625.03/pattern, ./data/si/si2_m4D_m4Dr2_625/si2_m4Dr2_m625.03/target, time out
./data/si/si6_bvg_b09m_400/si6_b09m_m400.07/pattern, ./data/si/si6_bvg_b09m_400/si6_b09m_m400.07/target, time out
./data/si/si4_bvg_b09m_200/si4_b09m_m200.00/pattern, ./data/si/si4_bvg_b09m_200/si4_b09m_m200.00/target, time out
./data/si/si4_m4D_m4D_1296/si4_m4D_m1296.06/pattern, ./data/si/si4_m4D_m4D_1296/si4_m4D_m1296.06/target, time out
./data/si/si6_rand_r001_200/si6_r001_m200.06/pattern, ./data/si/si6_rand_r001_200/si6_r001_m200.06/target, time out
./data/si/si2_rand_r01_400/si2_r01_m400.03/pattern, ./data/si/si2_rand_r01_400/si2_r01_m400.03/target, time out
./data/si/si2_m4D_m4Dr2_1296/si2_m4Dr2_m1296.06/pattern, ./data/si/si2_m4D_m4Dr2_1296/si2_m4Dr2_m1296.06/target, time out
./data/si/si4_rand_r001_400/si4_r001_m400.08/pattern, ./data/si/si4_rand_r001_400/si4_r001_m400.08/target, time out
./data/si/si6_rand_r01_200/si6_r01_m200.09/pattern, ./data/si/si6_rand_r01_200/si6_r01_m200.09/target, time out
./data/si/si4_m4D_m4D_1296/si4_m4D_m1296.02/pattern, ./data/si/si4_m4D_m4D_1296/si4_m4D_m1296.02/target, time out
./data/si/si2_bvg_b09m_400/si2_b09m_m400.04/pattern, ./data/si/si2_bvg_b09m_400/si2_b09m_m400.04/target, time out
./data/si/si6_bvg_b09m_400/si6_b09m_m400.08/pattern, ./data/si/si6_bvg_b09m_400/si6_b09m_m400.08/target, time out
./data/si/si6_m4D_m4Dr2_1296/si6_m4Dr2_m1296.07/pattern, ./data/si/si6_m4D_m4Dr2_1296/si6_m4Dr2_m1296.07/target, time out
./data/si/si2_m4D_m4Dr2_625/si2_m4Dr2_m625.05/pattern, ./data/si/si2_m4D_m4Dr2_625/si2_m4Dr2_m625.05/target, time out
./data/si/si4_bvg_b09m_400/si4_b09m_m400.03/pattern, ./data/si/si4_bvg_b09m_400/si4_b09m_m400.03/target, time out
./data/si/si6_m4D_m4Dr6_625/si6_m4Dr6_m625.00/pattern, ./data/si/si6_m4D_m4Dr6_625/si6_m4Dr6_m625.00/target, time out
./data/si/si2_rand_r001_600/si2_r001_m600.07/pattern, ./data/si/si2_rand_r001_600/si2_r001_m600.07/target, time out
./data/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.06/pattern, ./data/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.06/target, time out
./data/si/si2_bvg_b03m_800/si2_b03m_m800.05/pattern, ./data/si/si2_bvg_b03m_800/si2_b03m_m800.05/target, time out
./data/si/si2_rand_r01_400/si2_r01_m400.00/pattern, ./data/si/si2_rand_r01_400/si2_r01_m400.00/target, time out
./data/si/si2_bvg_b06m_800/si2_b06m_m800.00/pattern, ./data/si/si2_bvg_b06m_800/si2_b06m_m800.00/target, time out
./data/si/si4_rand_r005_600/si4_r005_m600.04/pattern, ./data/si/si4_rand_r005_600/si4_r005_m600.04/target, time out
./data/si/si4_bvg_b06m_800/si4_b06m_m800.00/pattern, ./data/si/si4_bvg_b06m_800/si4_b06m_m800.00/target, time out
./data/si/si6_bvg_b03m_400/si6_b03m_m400.05/pattern, ./data/si/si6_bvg_b03m_400/si6_b03m_m400.05/target, time out
./data/si/si4_rand_r005_200/si4_r005_m200.06/pattern, ./data/si/si4_rand_r005_200/si4_r005_m200.06/target, time out
./data/si/si6_rand_r005_600/si6_r005_m600.01/pattern, ./data/si/si6_rand_r005_600/si6_r005_m600.01/target, time out
./data/si/si6_m4D_m4Dr4_625/si6_m4Dr4_m625.05/pattern, ./data/si/si6_m4D_m4Dr4_625/si6_m4Dr4_m625.05/target, time out
./data/si/si4_m4D_m4D_1296/si4_m4D_m1296.08/pattern, ./data/si/si4_m4D_m4D_1296/si4_m4D_m1296.08/target, time out
./data/si/si4_m4D_m4Dr6_625/si4_m4Dr6_m625.07/pattern, ./data/si/si4_m4D_m4Dr6_625/si4_m4Dr6_m625.07/target, time out
